"","community","species_removed","total_harvest"
"1448","Petersburg",44,0.006540698
"1449","Petersburg",45,0.0021802327
"1450","Petersburg",46,0
"1451","Point Baker",1,260.945
"1452","Point Baker",2,219.56
"1453","Point Baker",3,186.565
"1454","Point Baker",4,160.45
"1455","Point Baker",5,136.22
"1456","Point Baker",6,119.105
"1457","Point Baker",7,104.925
"1458","Point Baker",8,91.43
"1459","Point Baker",9,80.545
"1460","Point Baker",10,70.17
"1461","Point Baker",11,60.71
"1462","Point Baker",12,51.945
"1463","Point Baker",13,44.215
"1464","Point Baker",14,36.655
"1465","Point Baker",15,30.13
"1466","Point Baker",16,23.83
"1467","Point Baker",17,19.285
"1468","Point Baker",18,16.3
"1469","Point Baker",19,14.28
"1470","Point Baker",20,12.62
"1471","Point Baker",21,11.175
"1472","Point Baker",22,9.805
"1473","Point Baker",23,8.465
"1474","Point Baker",24,7.19
"1475","Point Baker",25,6.02
"1476","Point Baker",26,4.895
"1477","Point Baker",27,3.785
"1478","Point Baker",28,2.69
"1479","Point Baker",29,1.975
"1480","Point Baker",30,1.275
"1481","Point Baker",31,0.895
"1482","Point Baker",32,0.635
"1483","Point Baker",33,0.435
"1484","Point Baker",34,0.27
"1485","Point Baker",35,0.12
"1486","Point Baker",36,0.08
"1487","Point Baker",37,0.05
"1488","Point Baker",38,0.02
"1489","Point Baker",39,0
"1490","Port Alexander",1,203.92
"1491","Port Alexander",2,160.76
"1492","Port Alexander",3,129.7
"1493","Port Alexander",4,105.82
"1494","Port Alexander",5,83.81
"1495","Port Alexander",6,67.87
"1496","Port Alexander",7,57.95
"1497","Port Alexander",8,49.27
"1498","Port Alexander",9,41.35
"1499","Port Alexander",10,34.21
"1500","Port Alexander",11,27.85
"1501","Port Alexander",12,24.08
"1502","Port Alexander",13,20.5
"1503","Port Alexander",14,17.47
"1504","Port Alexander",15,14.61
"1505","Port Alexander",16,11.98
"1506","Port Alexander",17,10
"1507","Port Alexander",18,8.38
"1508","Port Alexander",19,6.84
"1509","Port Alexander",20,5.84
"1510","Port Alexander",21,5.16
"1511","Port Alexander",22,4.49
"1512","Port Alexander",23,3.84
"1513","Port Alexander",24,3.24
"1514","Port Alexander",25,2.71
"1515","Port Alexander",26,2.18
"1516","Port Alexander",27,1.65
"1517","Port Alexander",28,1.27
"1518","Port Alexander",29,0.95
"1519","Port Alexander",30,0.64
"1520","Port Alexander",31,0.41
"1521","Port Alexander",32,0.18
"1522","Port Alexander",33,0
"1523","Port Protection",1,328.14
"1524","Port Protection",2,292.85
"1525","Port Protection",3,258.47
"1526","Port Protection",4,227.49
"1527","Port Protection",5,197.625
"1528","Port Protection",6,170.825
"1529","Port Protection",7,147.76
"1530","Port Protection",8,125.395
"1531","Port Protection",9,109.32
"1532","Port Protection",10,97.76
"1533","Port Protection",11,88.05
"1534","Port Protection",12,80.11
"1535","Port Protection",13,72.82
"1536","Port Protection",14,66.19
"1537","Port Protection",15,59.76
"1538","Port Protection",16,54.17
"1539","Port Protection",17,48.64
"1540","Port Protection",18,43.14
"1541","Port Protection",19,37.705
"1542","Port Protection",20,33.4
"1543","Port Protection",21,29.53
"1544","Port Protection",22,26.12
"1545","Port Protection",23,22.8
"1546","Port Protection",24,19.625
"1547","Port Protection",25,16.845
"1548","Port Protection",26,14.195
"1549","Port Protection",27,12.125
"1550","Port Protection",28,10.345
"1551","Port Protection",29,8.975
"1552","Port Protection",30,7.775
"1553","Port Protection",31,6.785
"1554","Port Protection",32,5.805
"1555","Port Protection",33,4.855
"1556","Port Protection",34,3.925
"1557","Port Protection",35,3.075
"1558","Port Protection",36,2.31
"1559","Port Protection",37,1.665
"1560","Port Protection",38,1.29
"1561","Port Protection",39,0.95
"1562","Port Protection",40,0.66
"1563","Port Protection",41,0.44
"1564","Port Protection",42,0.27
"1565","Port Protection",43,0.19
"1566","Port Protection",44,0.13
"1567","Port Protection",45,0.08
"1568","Port Protection",46,0.05
"1569","Port Protection",47,0.02
"1570","Port Protection",48,0
"1571","Saxman",1,128.8264397515
"1572","Saxman",2,106.7369162515
"1573","Saxman",3,86.0329482515
"1574","Saxman",4,74.0468912515
"1575","Saxman",5,65.8658248705
"1576","Saxman",6,57.8560726205
"1577","Saxman",7,50.6588501205
"1578","Saxman",8,43.91672209815
"1579","Saxman",9,39.59696025815
"1580","Saxman",10,35.49741125815
"1581","Saxman",11,31.55891920815
"1582","Saxman",12,27.92965270815
"1583","Saxman",13,24.61608135815
"1584","Saxman",14,21.82361102815
"1585","Saxman",15,19.12087302815
"1586","Saxman",16,16.64061505765
"1587","Saxman",17,14.26855160765
"1588","Saxman",18,12.26105161715
"1589","Saxman",19,10.31105161715
"1590","Saxman",20,8.49700396715
"1591","Saxman",21,6.99700396715
"1592","Saxman",22,5.98057541715
"1593","Saxman",23,5.08771828715
"1594","Saxman",24,4.33771828715
"1595","Saxman",25,3.58771828715
"1596","Saxman",26,2.88930558715
"1597","Saxman",27,2.33224208715
"1598","Saxman",28,1.77867065215
"1599","Saxman",29,1.34414683215
"1600","Saxman",30,1.09914683215
"1601","Saxman",31,0.86898810215
"1602","Saxman",32,0.64898810215
"1603","Saxman",33,0.47898810215
"1604","Saxman",34,0.3200396888
"1605","Saxman",35,0.2179960363
"1606","Saxman",36,0.1465674623
"1607","Saxman",37,0.0765674623
"1608","Saxman",38,0.0408531743
"1609","Saxman",39,0.0187103173
"1610","Saxman",40,0.0114087303
"1611","Saxman",41,0.0054563493
"1612","Saxman",42,0.0014880953
"1613","Saxman",43,0
"1614","Sitka",1,143.242030003523
"1615","Sitka",2,116.695743336856
"1616","Sitka",3,97.4634190035231
"1617","Sitka",4,83.9843613368565
"1618","Sitka",5,74.9799346701898
"1619","Sitka",6,66.1788607136898
"1620","Sitka",7,59.7596706361732
"1621","Sitka",8,54.6013359695065
"1622","Sitka",9,49.7119813778398
"1623","Sitka",10,45.5951128897398
"1624","Sitka",11,42.0576629564065
"1625","Sitka",12,38.5290238230732
"1626","Sitka",13,35.0071516230732
"1627","Sitka",14,31.7004351230732
"1628","Sitka",15,28.4734353897398
"1629","Sitka",16,25.3306635230732
"1630","Sitka",17,22.2152228230732
"1631","Sitka",18,19.3296073134065
"1632","Sitka",19,16.5917026467398
"1633","Sitka",20,14.1194051967398
"1634","Sitka",21,12.0817178634065
"1635","Sitka",22,10.1683845300732
"1636","Sitka",23,8.90760430207317
"1637","Sitka",24,7.7066487578065
"1638","Sitka",25,6.7466487578065
"1639","Sitka",26,5.8170723778065
"1640","Sitka",27,5.0894509008065
"1641","Sitka",28,4.52281211413983
"1642","Sitka",29,4.00339195413983
"1643","Sitka",30,3.52894173627317
"1644","Sitka",31,3.11560840293983
"1645","Sitka",32,2.70258440293983
"1646","Sitka",33,2.30764718293983
"1647","Sitka",34,1.96875361113983
"1648","Sitka",35,1.6467752278065
"1649","Sitka",36,1.3252650678065
"1650","Sitka",37,1.1702650678065
"1651","Sitka",38,1.01693173447317
"1652","Sitka",39,0.871040236473167
"1653","Sitka",40,0.731040236473167
"1654","Sitka",41,0.627117197473167
"1655","Sitka",42,0.523665423739833
"1656","Sitka",43,0.423212393739833
"1657","Sitka",44,0.3497533053565
"1658","Sitka",45,0.2795206403565
"1659","Sitka",46,0.2177453003565
"1660","Sitka",47,0.1577453003565
"1661","Sitka",48,0.1249158118565
"1662","Sitka",49,0.0992646118565
"1663","Sitka",50,0.0740956162565
"1664","Sitka",51,0.0490956162565
"1665","Sitka",52,0.0290956162565
"1666","Sitka",53,0.0190956162565
"1667","Sitka",54,0.0122118827565
"1668","Sitka",55,0.0060468502565
"1669","Sitka",56,0.0007733935565
"1670","Sitka",57,1.88632565e-05
"1671","Sitka",58,0
"1672","Skagway",1,41.12
"1673","Skagway",2,34.74
"1674","Skagway",3,29.49
"1675","Skagway",4,24.57
"1676","Skagway",5,20.85
"1677","Skagway",6,17.25
"1678","Skagway",7,13.71
"1679","Skagway",8,10.44
"1680","Skagway",9,8.35
"1681","Skagway",10,6.47
"1682","Skagway",11,5.05
"1683","Skagway",12,4.24
"1684","Skagway",13,3.51
"1685","Skagway",14,2.78
"1686","Skagway",15,2.06
"1687","Skagway",16,1.53
"1688","Skagway",17,1.21
"1689","Skagway",18,1
"1690","Skagway",19,0.8
"1691","Skagway",20,0.6
"1692","Skagway",21,0.42
"1693","Skagway",22,0.3
"1694","Skagway",23,0.2
"1695","Skagway",24,0.12
"1696","Skagway",25,0.07
"1697","Skagway",26,0.03
"1698","Skagway",27,0.01
"1699","Skagway",28,0
"1700","Tenakee Springs",1,205.215
"1701","Tenakee Springs",2,168.28
"1702","Tenakee Springs",3,144.745
"1703","Tenakee Springs",4,123.795
"1704","Tenakee Springs",5,103.575
"1705","Tenakee Springs",6,84.38
"1706","Tenakee Springs",7,71.47
"1707","Tenakee Springs",8,62.415
"1708","Tenakee Springs",9,53.915
"1709","Tenakee Springs",10,46.62
"1710","Tenakee Springs",11,39.6
"1711","Tenakee Springs",12,32.67
"1712","Tenakee Springs",13,26.98
"1713","Tenakee Springs",14,21.545
"1714","Tenakee Springs",15,17.36
"1715","Tenakee Springs",16,13.52
"1716","Tenakee Springs",17,10.62
"1717","Tenakee Springs",18,8.58
"1718","Tenakee Springs",19,6.845
"1719","Tenakee Springs",20,5.165
"1720","Tenakee Springs",21,3.705
"1721","Tenakee Springs",22,2.73
"1722","Tenakee Springs",23,2.08
"1723","Tenakee Springs",24,1.56
"1724","Tenakee Springs",25,1.04
"1725","Tenakee Springs",26,0.72
"1726","Tenakee Springs",27,0.41
"1727","Tenakee Springs",28,0.25
"1728","Tenakee Springs",29,0.13
"1729","Tenakee Springs",30,0.02
"1730","Tenakee Springs",31,0
"1731","Thorne Bay",1,153.95
"1732","Thorne Bay",2,124.02
"1733","Thorne Bay",3,97.995
"1734","Thorne Bay",4,82.92
"1735","Thorne Bay",5,71.31
"1736","Thorne Bay",6,62.225
"1737","Thorne Bay",7,54.56
"1738","Thorne Bay",8,47.84
"1739","Thorne Bay",9,41.59
"1740","Thorne Bay",10,36.005
"1741","Thorne Bay",11,30.43
"1742","Thorne Bay",12,26.035
"1743","Thorne Bay",13,22.295
"1744","Thorne Bay",14,18.745
"1745","Thorne Bay",15,15.26
"1746","Thorne Bay",16,13.03
"1747","Thorne Bay",17,11.44
"1748","Thorne Bay",18,9.99
"1749","Thorne Bay",19,8.665
"1750","Thorne Bay",20,7.525
"1751","Thorne Bay",21,6.525
"1752","Thorne Bay",22,5.82
"1753","Thorne Bay",23,5.18
"1754","Thorne Bay",24,4.575
"1755","Thorne Bay",25,3.975
"1756","Thorne Bay",26,3.385
"1757","Thorne Bay",27,2.815
"1758","Thorne Bay",28,2.28
"1759","Thorne Bay",29,1.875
"1760","Thorne Bay",30,1.555
"1761","Thorne Bay",31,1.29
"1762","Thorne Bay",32,1.11
"1763","Thorne Bay",33,0.955
"1764","Thorne Bay",34,0.805
"1765","Thorne Bay",35,0.66
"1766","Thorne Bay",36,0.525
"1767","Thorne Bay",37,0.4
"1768","Thorne Bay",38,0.33
"1769","Thorne Bay",39,0.26
"1770","Thorne Bay",40,0.21
"1771","Thorne Bay",41,0.165
"1772","Thorne Bay",42,0.125
"1773","Thorne Bay",43,0.095
"1774","Thorne Bay",44,0.075
"1775","Thorne Bay",45,0.055
"1776","Thorne Bay",46,0.035
"1777","Thorne Bay",47,0.02
"1778","Thorne Bay",48,0.01
"1779","Thorne Bay",49,0
"1780","Whale Pass",1,161.385
"1781","Whale Pass",2,126.678333333333
"1782","Whale Pass",3,102.958333333333
"1783","Whale Pass",4,89.3016666666667
"1784","Whale Pass",5,77.325
"1785","Whale Pass",6,65.7616666666667
"1786","Whale Pass",7,55.575
"1787","Whale Pass",8,48.475
"1788","Whale Pass",9,42.875
"1789","Whale Pass",10,37.6183333333333
"1790","Whale Pass",11,33.5933333333333
"1791","Whale Pass",12,29.6133333333333
"1792","Whale Pass",13,25.6933333333333
"1793","Whale Pass",14,22.0233333333333
"1794","Whale Pass",15,18.5083333333333
"1795","Whale Pass",16,15.4433333333333
"1796","Whale Pass",17,12.65
"1797","Whale Pass",18,10.9
"1798","Whale Pass",19,9.21
"1799","Whale Pass",20,7.56
"1800","Whale Pass",21,6.52
"1801","Whale Pass",22,5.49
"1802","Whale Pass",23,4.54333333333333
"1803","Whale Pass",24,3.78666666666667
"1804","Whale Pass",25,3.14
"1805","Whale Pass",26,2.55333333333333
"1806","Whale Pass",27,2.08333333333333
"1807","Whale Pass",28,1.62333333333333
"1808","Whale Pass",29,1.26333333333333
"1809","Whale Pass",30,0.988333333333334
"1810","Whale Pass",31,0.718333333333333
"1811","Whale Pass",32,0.558333333333333
"1812","Whale Pass",33,0.425
"1813","Whale Pass",34,0.305
"1814","Whale Pass",35,0.2
"1815","Whale Pass",36,0.1
"1816","Whale Pass",37,0
"1817","Whitestone",1,119.5
"1818","Whitestone",2,62.63
"1819","Whitestone",3,47.42
"1820","Whitestone",4,39.14
"1821","Whitestone",5,31.27
"1822","Whitestone",6,26.37
"1823","Whitestone",7,21.61
"1824","Whitestone",8,17.79
"1825","Whitestone",9,14.74
"1826","Whitestone",10,12.42
"1827","Whitestone",11,10.61
"1828","Whitestone",12,8.98
"1829","Whitestone",13,7.47
"1830","Whitestone",14,6.11
"1831","Whitestone",15,4.8
"1832","Whitestone",16,3.73
"1833","Whitestone",17,3.09
"1834","Whitestone",18,2.53
"1835","Whitestone",19,2.04
"1836","Whitestone",20,1.63
"1837","Whitestone",21,1.3
"1838","Whitestone",22,1.05
"1839","Whitestone",23,0.82
"1840","Whitestone",24,0.59
"1841","Whitestone",25,0.4
"1842","Whitestone",26,0.23
"1843","Whitestone",27,0.13
"1844","Whitestone",28,0.05
"1845","Whitestone",29,0
"1846","Wrangell",1,143.5558264645
"1847","Wrangell",2,121.1597764645
"1848","Wrangell",3,102.3834374645
"1849","Wrangell",4,84.1489239645
"1850","Wrangell",5,72.0530094645
"1851","Wrangell",6,62.8887489645
"1852","Wrangell",7,56.6889045645
"1853","Wrangell",8,50.992357866
"1854","Wrangell",9,45.64963418255
"1855","Wrangell",10,40.66245517255
"1856","Wrangell",11,36.12806597255
"1857","Wrangell",12,32.40008932255
"1858","Wrangell",13,29.09591222255
"1859","Wrangell",14,25.83091222255
"1860","Wrangell",15,22.79589282255
"1861","Wrangell",16,20.50574692255
"1862","Wrangell",17,18.38323712255
"1863","Wrangell",18,16.31022152255
"1864","Wrangell",19,14.43277017255
"1865","Wrangell",20,13.04366512255
"1866","Wrangell",21,11.67366512255
"1867","Wrangell",22,10.63366512255
"1868","Wrangell",23,9.62199202255
"1869","Wrangell",24,8.64144727255
"1870","Wrangell",25,7.82144727255
"1871","Wrangell",26,7.09917100755
"1872","Wrangell",27,6.40742005205
"1873","Wrangell",28,5.71957958705
"1874","Wrangell",29,5.06893833705
"1875","Wrangell",30,4.45609783705
"1876","Wrangell",31,3.84910503705
"1877","Wrangell",32,3.33785990555
"1878","Wrangell",33,2.9421400619
"1879","Wrangell",34,2.5521400619
"1880","Wrangell",35,2.2171400619
"1881","Wrangell",36,1.9347859769
"1882","Wrangell",37,1.6545136059
"1883","Wrangell",38,1.3834046594
"1884","Wrangell",39,1.1171789864
"1885","Wrangell",40,0.8571789864
"1886","Wrangell",41,0.6470622564
"1887","Wrangell",42,0.4428793764
"1888","Wrangell",43,0.3028793764
"1889","Wrangell",44,0.1828793764
"1890","Wrangell",45,0.1175097264
"1891","Wrangell",46,0.0521400764
"1892","Wrangell",47,0.0093385214
"1893","Wrangell",48,0.0035019456
"1894","Wrangell",49,0
"1895","Yakutat",1,305.904923981767
"1896","Yakutat",2,256.121435481767
"1897","Yakutat",3,214.602871731767
"1898","Yakutat",4,179.418810231767
"1899","Yakutat",5,147.687936981767
"1900","Yakutat",6,117.107826981767
"1901","Yakutat",7,103.256490545267
"1902","Yakutat",8,89.7076351702667
"1903","Yakutat",9,78.7712797702667
"1904","Yakutat",10,69.0561543007667
"1905","Yakutat",11,60.2483507502667
"1906","Yakutat",12,53.6737725002667
"1907","Yakutat",13,50.3794997502667
"1908","Yakutat",14,47.1306745752667
"1909","Yakutat",15,44.0171962645167
"1910","Yakutat",16,41.0021494311833
"1911","Yakutat",17,38.3821494311833
"1912","Yakutat",18,35.7625109311833
"1913","Yakutat",19,33.5134848311833
"1914","Yakutat",20,31.2997764161833
"1915","Yakutat",21,29.15644308285
"1916","Yakutat",22,27.07501738035
"1917","Yakutat",23,25.0429993526
"1918","Yakutat",24,23.0262430276
"1919","Yakutat",25,21.0639806489333
"1920","Yakutat",26,19.1264304739333
"1921","Yakutat",27,17.2062999739333
"1922","Yakutat",28,15.4451487239333
"1923","Yakutat",29,13.8151487239333
"1924","Yakutat",30,12.3526186316833
"1925","Yakutat",31,10.9181105996833
"1926","Yakutat",32,9.85853228918333
"1927","Yakutat",33,8.80573086353333
"1928","Yakutat",34,7.75930516103333
"1929","Yakutat",35,6.88354107878333
"1930","Yakutat",36,6.08104107878333
"1931","Yakutat",37,5.36757389878333
"1932","Yakutat",38,4.76999693211667
"1933","Yakutat",39,4.27796213211667
"1934","Yakutat",40,3.83796213211667
"1935","Yakutat",41,3.42587378211667
"1936","Yakutat",42,3.04797553545
"1937","Yakutat",43,2.67120177545
"1938","Yakutat",44,2.3578182427
"1939","Yakutat",45,2.07401637603333
"1940","Yakutat",46,1.83721817603333
"1941","Yakutat",47,1.6038848427
"1942","Yakutat",48,1.3838848427
"1943","Yakutat",49,1.20721817603333
"1944","Yakutat",50,1.06090291853333
"1945","Yakutat",51,0.925902918533334
"1946","Yakutat",52,0.795902918533333
"1947","Yakutat",53,0.665902918533333
"1948","Yakutat",54,0.559236251866667
"1949","Yakutat",55,0.469236251866667
"1950","Yakutat",56,0.389236251866667
"1951","Yakutat",57,0.319236251866667
"1952","Yakutat",58,0.260538430533333
"1953","Yakutat",59,0.210538430533333
"1954","Yakutat",60,0.160538430533333
"1955","Yakutat",61,0.120538430533333
"1956","Yakutat",62,0.0905384305333333
"1957","Yakutat",63,0.0625063025333333
"1958","Yakutat",64,0.0415424475333333
"1959","Yakutat",65,0.0262412427333333
"1960","Yakutat",66,0.0155317384
"1961","Yakutat",67,0.0055317384
"1962","Yakutat",68,0.0004016064
"1963","Yakutat",69,0
"1964","Chenega",0,351.241393343732
"1965","Cooper Landing",0,91.47
"1966","Cordova",0,170.668378553846
"1967","Hope",0,110.76
"1968","Moose Pass",0,86.8
"1969","Nanwalek",0,270.357710693869
"1970","Port Graham",0,256.609239008328
"1971","Port San Juan (Evans Island)",0,250.24
"1972","Seward",0,96.9
"1973","Tatitlek",0,339.956178073963
"1974","Valdez",0,91.1466666666667
"1975","Whittier",0,80.07
"1976","Angoon",0,218.84
"1977","Beecher Pass",0,476.97
"1978","Coffman Cove",0,240.98
"1979","Craig",0,214.73
"1980","Edna Bay",0,448.83
"1981","Elfin Cove",0,262.52
"1982","Game Creek",0,187.22
"1983","Gustavus",0,240.83
"1984","Haines",0,141.068333333333
"1985","Hollis",0,179.785
"1986","Hoonah",0,331.9625
"1987","Hydaburg",0,423.265
"1988","Hyder",0,345.28
"1989","Kake",0,189.061666666667
"1990","Kasaan",0,321.15
"1991","Klawock",0,272.415
"1992","Klukwan",0,370.024728293
"1993","Metlakatla",0,70.13
"1994","Meyers Chuck",0,413.84
"1995","Naukati Bay",0,241.57
"1996","Pelican",0,355.12
"1997","Petersburg",0,184.109237622
"1998","Point Baker",0,328.515
"1999","Port Alexander",0,311.75
"2000","Port Protection",0,395.355
"2001","Saxman",0,159.4921597515
"2002","Sitka",0,179.015062003523
"2003","Skagway",0,48.1
"2004","Tenakee Springs",0,305.455
"2005","Thorne Bay",0,188.42
"2006","Whale Pass",0,219.228333333333
"2007","Whitestone",0,178.42
"2008","Wrangell",0,167.9342509645
"2009","Yakutat",0,361.097871481767
